donor,recipient,recieved_amount
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
Switzerland,India,1.3398E+11
United Kingdom,India,1.3398E+11
Germany,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
Finland,India,1.3398E+11
United States,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Australia,India,1.3398E+11
Finland,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Australia,India,1.3398E+11
Germany,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
Australia,India,1.3398E+11
Germany,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
United Kingdom,India,1.3398E+11
Australia,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
United Kingdom,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Portugal,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Liechtenstein,India,1.3398E+11
Slovak Republic,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Liechtenstein,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Liechtenstein,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
Portugal,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Canada,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Canada,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Canada,India,1.3398E+11
Denmark,India,1.3398E+11
Canada,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Germany,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Belgium,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Canada,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Portugal,India,1.3398E+11
Spain,India,1.3398E+11
Portugal,India,1.3398E+11
Portugal,India,1.3398E+11
Portugal,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
Portugal,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Portugal,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Portugal,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Liechtenstein,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Saudi Arabia,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Saudi Arabia,India,1.3398E+11
United Arab Emirates,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Switzerland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Luxembourg,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Belgium,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Belgium,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Denmark,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Germany,India,1.3398E+11
Denmark,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
Germany,India,1.3398E+11
Belgium,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
United States,India,1.3398E+11
Spain,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
United Kingdom,India,1.3398E+11
Germany,India,1.3398E+11
Switzerland,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
France,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Canada,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Australia,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
